member_id,cate,prev_date,change_date,action_type,value_before,value_after,direction,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_post,roi_non_post,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_post,avg_stake_non_post,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_post,hold_rate,hold_rate_post,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_post,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_post,ramp_recent,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
51576515,5011,2026-04-23,2026-05-28,最大可贏,30000.0,100000.0,放宽,44310393.3643,40071398.1157,-845962.2664,4841,4841,0.01909173,-0.09240317,0.02608662,0.01909173,845962.2664,44310393.3643,OK,0.0000,-33838.4907,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-33838.4907,-33838.4907,-33838.4907,-33838.4907,-33838.4907,4.000000,4.000000,4.000000,4.000000,4.000000,96.000000,96.000000,96.000000,96.000000,96.000000,5.0,-169192.4533,-156187.7312,-676769.8131,-689774.5352,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-812123.7758,38468542.1911,-845962.2664,-812123.7758,-33838.4907,-0.01909173,-0.01832807,-33838.4907,-812123.7758,-0.01832807,-33838.4907,-33838.4907,-33838.4907,-33838.4907,-33838.4907,-812123.7758,-0.01832807,-169192.4533,-156187.7312,-676769.8131,-689774.5352,-0.01527339,-0.01556688,-0.00076367,9153.1488,8277.5043,-174.7495,-12817.6101,-864.1085,671369.5964,73.3485,9724.1778,9119.5515,3396.739,6765.8999,13531.7998,20297.6992,20519.8359,20689.6543,6765.8999,0.0,3.032832,3.057931,1.352835,29,175,51,2,0.05903364,-0.01909173,0.09240317,0E-8,0.000000,0.904334,0.000207,-0.11848979,2026-03-30,2026-08-05,66,979,614,129,0.511628,1.066300,1.062386,0.196779,5,0.14965986394557823,0.8707482993197279,0.8707482993197279,0.8707482993197279,0.8707482993197279,0.8155339805825242,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.0267616,E 常规,42,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,101,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,1,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,43,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,102,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,1,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,44,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,103,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,45,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,104,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,46,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,105,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,1,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,47,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,106,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,48,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,107,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,49,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,108,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,50,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,109,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,51,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,110,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,1,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,52,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,111,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,53,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,112,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,54,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,113,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,1,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,55,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,117,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,2,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,56,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
17654490,121,2026-05-01,2026-07-02,最大可贏,1000.0,1500.0,放宽,54.8994,54.8994,54.8994,1,1,-1.00000000,,-1.00000000,-1.00000000,-54.8994,54.8994,THIN_EXPOSURE,0.0000,3.2940,6.0000,94.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3.2940,4.3919,0.0000,0.0000,0.0000,6.000000,8.000000,0.000000,0.000000,0.000000,94.000000,92.000000,100.000000,100.000000,100.000000,3.0,7.6859,7.4224,47.2134,47.477,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,51.6054,51.6054,54.8994,51.6054,3.2940,1.00000000,0.94000000,3.2940,51.6054,0.94000000,3.2940,4.3919,0.0000,0.0000,0.0000,51.6054,0.94000000,7.6859,7.4224,47.2134,47.477,0.86000000,0.8648,0.06000000,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,1.0000,,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,54.8994,-54.8994,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-07-01,2026-07-01,1,1,1,1,1.000000,,,0.000000,1,0.2857142857142857,0.14965986394557823,0.14965986394557823,0.14965986394557823,0.14965986394557823,,n_rounds>=30,148,104,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,57,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
